,KQ[0],KQ[1],KQ[2],KQ[3],KQ[4],KQ[5],KQ[6],KQ[7],KQ[8],KQ[9],KQ[10],KQ[11],KQ[12],KQ[13],KQ[14],KQ[15],KQ[16],KQ[17],KQ[18],KQ[19],KQ[20],KQ[21],KQ[22],KQ[23],KQ[24],KQ[25],KQ[26]
25-07-2020,22508,51355,52122,81399,96930,33569,32259,83268,47411,75954,2347,2479,3410,2426,5380,5302,7009,398,8101,940,365,125,85,7,48,4,17
26-07-2020,71154,76972,86553,71613,40019,42698,85600,81597,11389,69140,860,117,9809,5756,4887,3896,2588,3158,8401,8135,412,196,891,67,37,59,11
27-07-2020,38931,42099,9443,44948,84149,74367,50336,32017,35777,13942,9483,2755,6068,7638,9890,4106,5089,2454,8514,2135,50,836,691,96,1,79,25
28-07-2020,91382,37651,63205,39553,64511,42752,8998,58959,14592,94933,8407,1399,7392,6051,4007,4878,8482,3228,5216,2257,231,457,670,32,23,34,45
29-07-2020,63717,68586,28579,9181,69627,85349,96179,76393,80298,77570,3806,7649,8953,1113,9690,5129,9966,4809,3192,4095,862,117,471,78,23,54,64
30-07-2020,45563,38211,20937,32223,31881,13631,48786,42172,28213,88641,111,1000,8121,9412,2904,4170,402,8438,3172,9489,114,64,41,95,97,23,39
31-07-2020,14362,38252,63687,65066,45102,19956,15629,4103,72915,59617,5571,9646,7871,9392,3032,4535,105,8993,6895,5871,28,512,633,42,81,3,87
01-08-2020,86012,32501,65179,29479,10769,14801,70706,67691,14159,52104,9534,1043,8496,8956,5165,5403,4675,4690,671,1348,944,629,987,23,97,63,1
02-08-2020,57611,53204,45723,66225,78295,29499,34657,73208,35456,82761,5230,8213,6912,3355,6467,6380,682,3164,7900,6970,993,992,119,3,6,0,71
03-08-2020,2836,17739,83199,41288,39790,210,40555,56056,67292,22705,4384,5028,9522,4619,3983,6315,5489,1832,5554,6959,264,195,824,65,35,36,49
04-08-2020,11617,14482,90947,57775,159,49308,23844,25801,51183,36488,6814,7456,4506,3570,5801,7707,8657,9139,350,1071,640,101,838,21,74,87,38
05-08-2020,18296,78477,45550,43096,96358,95929,36559,75128,57239,55000,2284,1927,2908,2545,5295,6291,5648,2972,2391,3723,439,561,453,14,30,9,34
06-08-2020,25375,73575,73055,8586,64760,84186,78766,90568,2528,4124,5970,1429,5731,2368,9602,5251,2818,2419,9235,8445,527,63,9,47,81,65,90
07-08-2020,43614,70914,30674,50335,8197,35081,28938,72281,81989,7365,4179,3921,7083,2930,8839,9763,8038,7671,545,3184,982,613,290,30,53,7,50
08-08-2020,12958,48295,79843,42443,58852,52320,45548,90607,29384,35826,1472,576,9519,7640,847,6786,5104,575,4558,7938,687,455,377,41,59,88,17
09-08-2020,83138,37935,5646,4485,448,47945,2996,51708,47873,17617,8442,5345,8655,1372,4143,7991,8901,1721,9973,4625,259,70,479,24,74,5,6
10-08-2020,98628,34931,16344,912,5262,9945,41868,7101,19916,2992,6017,5041,7570,9522,6455,3444,2944,8637,302,3091,540,159,680,84,8,75,46
11-08-2020,40128,22936,71459,13299,44345,17208,35259,45773,20028,34352,3639,5967,4143,2730,6252,4375,6926,3812,2352,883,177,138,2,3,25,23,95
12-08-2020,36852,4571,25712,59956,41911,88660,85662,42075,33965,46850,748,9041,3597,3306,8140,3325,5344,9591,8174,8683,331,832,223,21,31,17,89
13-08-2020,42857,14375,6709,75922,83807,16469,99805,87209,27076,3254,4953,4747,1879,929,789,968,8960,8321,2898,4007,665,844,170,6,55,33,21
14-08-2020,59514,53806,16990,48968,79109,3965,34726,11355,93622,35247,3986,2814,6928,6649,1933,2422,5204,2962,8565,5161,414,951,854,7,12,9,56
15-08-2020,57980,51783,6908,23742,37813,74477,14836,48945,91911,33358,8923,7729,5457,8805,8398,5553,97,2934,6345,7241,191,129,788,65,61,4,89
16-08-2020,82147,46138,92251,73827,2843,62712,30353,93904,92084,53228,9195,6462,6314,5272,7018,698,3121,441,9947,4814,518,152,396,0,25,22,27
17-08-2020,30548,6085,25925,6707,13938,39041,22844,61529,33993,2443,5171,6252,7932,4922,9494,8343,5052,7734,4017,7488,648,651,628,88,3,36,96
18-08-2020,72437,5561,71542,25911,49204,74593,32110,40098,73747,68006,3014,7045,9484,164,3140,9652,3555,3449,5203,9398,957,879,639,4,52,47,7
19-08-2020,95501,48913,20016,80029,1211,88975,49601,90522,92292,83291,8229,7048,2809,5870,2405,1561,2426,7167,7660,9456,195,696,176,52,29,37,39
20-08-2020,30880,34811,92416,40570,47210,66548,7837,23197,14805,52990,9251,7860,2755,5957,4707,2111,5087,5121,6123,7763,106,469,960,58,24,95,88
21-08-2020,57454,69699,6505,98439,12864,1190,1334,28994,67713,73822,1948,441,9953,9176,7548,9706,436,7866,522,5688,376,955,872,74,39,50,36
22-08-2020,81535,47488,45464,83514,74514,89336,9735,78389,50940,34795,7370,3179,8128,5535,6075,6188,1273,5285,6209,9113,148,752,523,8,92,33,34
23-08-2020,47441,25173,26810,40670,93879,97018,48402,69615,9720,1040,5776,2277,5857,8599,8038,196,1588,9062,7102,9011,567,109,648,15,73,13,14
24-08-2020,49316,79556,5269,15619,39433,92157,91159,64608,36155,41427,4305,5724,1874,4801,9701,9161,4600,8380,8185,9026,919,693,452,79,66,4,62
25-08-2020,67659,14080,10512,26074,53006,71219,29831,95485,40806,27626,1790,4999,7730,3038,6244,4143,2399,261,1812,5684,488,227,752,83,61,90,23
26-08-2020,77882,52797,53835,67957,54814,28981,43295,60868,88431,24806,1396,4816,3686,2683,6691,2316,4348,4900,8042,9458,48,667,108,86,64,24,88
27-08-2020,76496,95110,87190,62346,18535,80420,74382,87870,57902,43405,9468,6884,6683,1833,1164,8957,8223,1045,2436,4874,897,915,375,18,52,75,97
28-08-2020,17448,89523,99645,89475,22204,53986,9621,36927,36188,44932,869,9369,1260,8113,6654,988,9825,8654,9982,1620,637,192,639,38,64,16,45
29-08-2020,78305,77359,83190,3283,2010,16526,69390,5438,2053,90758,951,8254,3730,9665,2835,288,8516,4433,784,1685,302,103,144,80,28,88,1
30-08-2020,73783,33282,58148,89453,62703,93648,83319,486,95089,70923,3671,300,5330,4881,2460,4951,1624,6080,7101,6154,939,812,855,44,91,83,45
31-08-2020,56358,96104,34484,70300,81569,46919,3434,12767,72892,11647,4171,5391,3711,1925,2824,2374,8721,1118,6270,1673,357,406,103,17,60,86,88
01-09-2020,62557,41211,58893,44992,27387,26552,70599,15319,9578,66872,2999,7056,8545,4867,8145,3967,5949,2832,1472,7114,282,246,571,56,40,93,59
02-09-2020,45148,97339,16906,46858,78858,73559,45336,40394,38321,43575,7691,7730,7598,4346,9866,8170,8474,3442,733,7302,237,389,26,0,66,95,71
03-09-2020,80180,1877,35594,24534,98521,55161,2193,84549,90436,59598,7283,3897,4382,3869,8097,3369,8788,7382,4231,8821,138,48,154,96,41,59,83
04-09-2020,15580,79107,73712,42181,30283,55284,76464,61810,11075,34179,6011,7452,6842,5634,4401,4280,7342,891,5561,5483,352,765,525,49,34,0,86
05-09-2020,52085,30,56742,42861,24524,25873,36114,8961,14219,82341,6870,4444,1431,2402,8092,9813,1203,4066,5657,3774,199,134,127,70,23,25,0
06-09-2020,1993,3278,51213,94865,69768,45041,35796,12715,79312,71401,3493,6320,8856,5698,5654,856,4466,1100,8872,251,725,995,284,95,98,60,58
07-09-2020,13853,50752,61125,92255,98715,29861,29848,61654,50452,62411,1769,3992,2193,5003,994,2275,2235,3255,591,1643,738,761,537,62,23,9,49
08-09-2020,22022,53249,12116,21873,73594,75334,35205,23355,8743,18255,4757,1591,8512,8391,1817,1409,3198,564,3655,6933,591,558,69,85,56,31,83
09-09-2020,88000,6019,12893,98827,18211,96320,20202,98093,87179,716,4137,2333,8323,6440,7233,6610,6890,5224,4289,6097,520,788,636,24,14,68,90
10-09-2020,81320,66553,90953,75895,87507,18033,11282,88242,46819,7775,9593,9428,1904,9487,3506,4441,8894,8916,3909,4570,502,305,640,9,4,40,7
11-09-2020,16129,69128,72785,45940,47968,2595,58656,70605,58152,19991,6289,8521,9068,3779,4851,8648,2493,6781,5634,2321,425,593,454,32,55,53,13
12-09-2020,51880,88005,25771,26029,34257,84661,38552,36118,32450,49503,4932,114,8251,1821,9461,1024,6778,8797,5980,8173,457,287,953,84,4,19,61
13-09-2020,28463,11841,65265,3892,41161,37992,64523,49239,21899,58599,2635,7284,3108,4778,6204,8680,148,4644,9601,1494,840,124,15,50,29,64,1
14-09-2020,32489,32685,87995,85227,15963,75101,22878,21787,99293,3017,6859,6231,5609,233,4382,5185,4679,8089,2639,4762,64,138,931,61,43,88,35
15-09-2020,23030,91709,85782,29769,50289,2032,55341,84037,50453,54763,4521,2118,952,5967,2611,9343,3439,4487,2006,1729,511,959,654,18,35,8,52
16-09-2020,89582,71120,80529,90561,35792,49983,73121,75011,34640,24493,4352,1487,1574,2359,2433,3919,3388,3394,4554,3240,986,43,151,33,97,12,32
17-09-2020,4170,71985,43509,16141,58831,80153,35981,30730,83764,91048,914,1931,7961,1276,8042,2306,1138,3873,3697,4669,496,256,878,60,34,96,28
18-09-2020,20290,28162,39930,4541,12820,49798,74603,74480,79568,99474,2797,7212,6076,9436,5840,4233,8930,4212,1688,937,299,612,363,1,23,53,45
19-09-2020,54004,72588,90168,50167,32779,20782,72573,44493,4989,54543,2253,7024,2513,3108,1253,7713,8686,2592,2236,7094,586,478,322,95,31,14,68
20-09-2020,5042,66900,3482,31797,17931,53457,36521,54749,11897,26393,57,505,1535,7952,1079,8970,6887,6497,9606,1522,827,732,174,54,6,81,61
21-09-2020,68757,12181,13951,12884,8419,69298,11237,87495,28647,58511,6564,9713,9454,7696,2374,4864,1502,836,4747,8317,839,691,363,29,35,21,49
22-09-2020,87486,91069,65300,14647,4126,79476,78861,75217,65897,49586,1687,5488,3167,3158,5874,9738,5945,5309,4693,8233,384,90,746,6,25,86,80
23-09-2020,97711,12267,16032,77137,81737,72642,89269,84036,78487,52367,1831,7410,8361,6474,1620,6218,1693,1963,1311,526,151,741,1,35,42,99,86
24-09-2020,87082,76056,80203,89491,12192,24493,66130,10791,57269,23850,9267,3392,6448,2186,6469,1667,7674,7842,3543,5,480,305,679,66,61,99,84
25-09-2020,98018,47391,46411,34513,2594,91533,20134,73795,31040,19707,6049,1001,4034,5340,915,8701,5417,9493,1237,7007,672,78,318,2,77,78,65
26-09-2020,17069,46324,45753,22997,77805,36735,81728,84286,64764,49715,3988,1685,7168,4074,7315,9750,7729,2384,9783,6113,91,83,834,51,22,76,79
27-09-2020,37546,25331,51459,66569,17658,63664,80596,92652,22208,97413,8520,8450,7211,2340,7971,5091,6973,286,2373,9878,116,68,630,86,44,17,33
28-09-2020,96331,53485,55959,13496,26088,63136,5285,23649,17176,19790,1957,3708,4458,1599,6982,2221,9456,2549,3116,6304,423,238,678,38,84,98,39
29-09-2020,59323,12312,58611,2021,14381,85133,78198,45491,32380,54197,748,5768,4410,3042,3128,3797,9060,3483,4494,6872,400,339,789,19,36,93,42
30-09-2020,64268,90923,96597,86668,42612,48592,79845,95576,87854,75671,4348,647,6923,6488,4943,7021,8549,1240,6108,2375,721,353,311,5,19,2,58
01-10-2020,3418,94194,66790,17023,73037,94292,39168,44134,44372,48295,9929,3101,9067,2,9860,542,5834,323,9216,4065,969,118,886,16,63,89,61
02-10-2020,99600,25157,41602,1801,7691,61779,63586,48562,13837,36479,7790,1983,3930,3449,4849,8407,9054,4528,931,3793,521,680,821,90,38,21,2
03-10-2020,49797,35496,91712,19994,92841,89268,30971,51036,80833,15865,583,273,4477,4096,9181,1943,3206,9862,7280,2797,170,823,952,13,88,30,4
04-10-2020,80489,60525,29489,40090,23094,98309,88480,17207,83668,83828,6806,8759,294,6830,9890,7466,6063,1097,7618,6992,348,21,852,48,20,49,44
05-10-2020,20823,8394,17392,35179,59391,89387,48578,59291,36922,21144,4145,266,5004,7744,3429,8823,2542,3715,126,785,613,276,994,77,26,71,45
06-10-2020,34965,91685,89331,22853,54281,12371,64157,61127,34092,21386,2235,7767,3929,2457,4940,7983,9776,199,2589,5353,448,554,438,51,93,6,50
07-10-2020,19665,99139,8653,4815,50762,50915,26994,82798,79209,97336,1130,7889,3912,2590,1767,238,3684,5193,9615,1584,319,120,375,70,44,41,3
08-10-2020,9726,69001,88521,72106,33089,50376,22475,50825,64991,56524,4190,1276,4568,9341,9892,1594,3719,7089,7169,7046,279,525,804,37,76,30,73
09-10-2020,60541,68899,42547,4938,95542,6347,57821,86104,21866,92438,7787,3453,1909,9347,1514,2101,2988,3933,7102,8025,513,540,771,22,1,63,96
10-10-2020,52248,1993,73977,89571,50225,37259,71443,75177,80919,81001,823,1371,3782,257,9598,3574,2714,1686,1702,1384,666,648,703,83,29,19,72
11-10-2020,82094,58766,86108,28009,24011,61772,90318,97968,20020,46056,5612,9311,6626,1637,6873,9625,9249,8704,8773,6260,65,200,478,46,65,39,35
12-10-2020,25618,70158,66040,22038,72820,92705,57835,15065,89596,94310,8710,1871,6614,6842,176,265,1931,7403,7804,3784,896,333,795,71,75,28,12
13-10-2020,46266,6681,35295,22887,84704,24938,70761,89224,18022,90278,7616,1060,9684,4889,8749,956,9135,3375,8120,3323,994,138,363,14,30,2,51
14-10-2020,77616,85409,37819,19062,8017,89916,14642,79504,67126,48176,3235,6995,9996,9403,3027,825,2791,1082,8613,4205,260,326,650,14,81,62,38
15-10-2020,62428,42840,13867,38422,87100,43529,98334,47034,95413,95247,5812,5760,179,6915,3018,6857,2805,6012,7802,2051,385,480,556,33,79,50,26
16-10-2020,14408,28308,99131,68897,11317,19395,50764,55010,5188,73841,3162,716,9104,2161,6940,4714,7043,7398,1187,4221,385,250,857,0,1,21,4
17-10-2020,99469,18769,94451,50102,36129,33997,24679,83445,60238,87921,3070,8848,414,7478,6518,5938,5335,1300,7211,4133,892,149,201,13,0,9,18
18-10-2020,62319,9060,40484,2900,31294,9591,77642,11713,6012,42751,9126,6146,8,6452,327,8692,1092,8832,4766,6152,175,767,483,54,0,56,62
19-10-2020,18225,46995,70204,95090,24476,39264,86783,15308,38820,47735,8388,9723,6681,6047,7307,7644,6567,4367,9128,6418,334,18,291,46,19,77,9
20-10-2020,90157,49318,41817,93470,67476,65881,37237,44164,59594,5200,6726,297,9623,9801,1285,8030,1710,2836,6037,4639,125,653,625,92,72,64,10
21-10-2020,7043,44111,38003,35799,36053,21949,3090,28157,68096,26125,6070,9387,5427,8616,4170,5179,3058,1415,1372,254,270,815,851,61,62,64,2
22-10-2020,48879,43896,96795,72578,14640,72640,5348,78416,40104,69172,2815,7032,3984,4841,1538,1116,9760,9404,7906,7237,108,616,731,96,81,35,0
23-10-2020,6125,2898,91024,5454,39463,28179,34370,68522,1371,77795,440,5402,8279,8832,2805,3261,5764,8108,1728,3605,624,200,992,31,65,26,44
24-10-2020,43128,44563,98690,24861,41626,17147,17306,12257,98561,44455,184,3385,5782,5259,4980,9837,6724,7179,5561,7048,992,484,180,71,87,68,9
25-10-2020,32436,67377,91005,18755,43851,47198,22712,26982,32056,79334,9094,9148,4039,483,6569,6671,9042,9238,8107,7551,539,286,106,36,94,51,30
26-10-2020,77946,90034,2124,59163,31986,1608,68954,71290,84959,79813,7930,4981,8681,3884,1819,2901,2990,1272,9511,4408,604,392,753,46,36,75,50
27-10-2020,45538,70385,97679,89919,60269,168,95595,14413,43405,8427,6036,3641,7545,3591,3479,1331,8592,9128,5634,2546,181,311,575,61,65,4,57
28-10-2020,7707,37394,74883,66782,8234,76316,5602,80559,10909,32780,2985,3182,140,1542,6376,2611,9316,1895,9648,6188,958,913,604,10,38,1,64
29-10-2020,33136,1585,89589,48245,5348,34627,20330,93739,22263,25146,8190,6780,3139,6506,7081,8584,1854,8982,4158,1642,212,676,815,60,13,7,55
30-10-2020,57483,33678,12466,88663,83621,75675,25228,70581,11226,63581,7834,9808,5155,8601,7358,3721,5346,7520,5390,2169,81,695,720,31,79,57,65
31-10-2020,92610,91294,74974,10435,26331,8013,93633,89006,92061,72342,5832,7487,649,9960,2615,2252,8945,2660,5353,5162,688,188,135,49,16,74,48
01-11-2020,97059,75778,45173,32668,70353,93702,71338,80690,36694,78156,5765,8282,9274,2189,5563,9933,6101,2483,7093,1735,907,326,493,77,88,48,66
02-11-2020,32461,86683,23097,23669,34290,24040,11909,84388,70970,8009,9648,7479,4163,8148,9927,3949,4784,1754,8199,2772,102,927,809,92,68,13,73
03-11-2020,53818,63246,34137,6381,74076,65599,13527,7170,40142,87238,4234,4380,2115,345,9541,6392,632,5704,3569,9912,112,130,34,24,57,0,66
04-11-2020,16921,25081,45353,75450,44417,83486,92270,12918,55453,55311,2151,2898,8653,7172,1025,3557,7488,1391,1497,8536,774,56,235,38,83,60,1
05-11-2020,96225,12416,88289,70895,58540,6198,29410,34667,31034,96487,9184,1517,3911,1632,169,6495,2845,7630,4805,7416,899,148,248,67,44,80,98
06-11-2020,44571,2894,63559,57593,86504,74801,38444,58707,9164,46685,46,8399,8372,1872,1532,8568,127,3068,2643,7471,126,330,472,26,86,10,65
07-11-2020,356,90783,40070,72208,44812,86087,16787,39461,50863,28026,4301,6816,950,5863,5195,4744,6439,9143,1488,6832,980,4,758,48,67,89,17
08-11-2020,46411,72709,26921,3947,78644,29491,64528,20277,97433,79056,5737,1996,7204,6412,9068,2614,4387,7451,821,4326,29,827,466,57,38,85,15
09-11-2020,20047,89458,47637,25831,34659,63693,56560,70998,55840,43882,7541,21,2445,424,9878,5562,4248,4124,7873,8986,389,470,769,8,99,72,3
10-11-2020,37874,19947,17462,43759,40610,16492,6073,87118,84073,7564,4058,2369,2169,120,8235,7280,7751,5842,3494,5804,96,833,18,62,71,86,97
11-11-2020,56842,11147,93691,82071,48163,10266,31464,11340,76204,31629,2430,8253,9995,5002,4849,6414,2256,737,9745,2041,117,426,349,3,40,42,11
12-11-2020,44516,34627,29627,14586,60672,76373,20188,44571,34767,41130,5513,2694,1951,9442,4913,4007,9343,7798,77,6140,139,205,339,80,54,57,20
13-11-2020,88287,11204,38454,25196,83564,86373,35845,24596,82047,19502,9731,5401,4185,3985,3714,7901,359,3379,6589,342,30,188,616,49,22,38,30
14-11-2020,28106,60882,48546,52051,67840,41822,11315,80448,74422,67267,212,4584,9183,1596,4112,8264,5170,6364,1471,4309,677,145,137,76,13,81,4
15-11-2020,76818,88295,83723,82962,55187,63440,62970,5142,61554,70053,9694,9886,9702,593,7440,9312,4436,5722,7983,8830,557,908,926,91,19,49,68
16-11-2020,41130,71594,3687,4444,44920,30079,66288,65228,32423,62035,1721,8955,4559,4425,8224,4910,399,3196,2,6546,154,586,560,40,43,27,61
17-11-2020,82093,69778,59629,7118,7399,61532,84085,22426,98910,7225,5246,4369,5154,7026,6122,4435,275,2426,6964,9486,462,877,629,50,5,86,27
18-11-2020,88630,85630,22088,68543,99302,31368,18505,92358,816,1468,9660,5805,7820,7049,6938,7796,1071,1267,6441,8191,99,906,878,56,12,90,64
19-11-2020,17017,78604,97067,81162,75437,12434,96805,76307,13498,34963,1088,920,9416,2876,9805,9796,7464,2973,4191,535,758,95,341,58,86,92,97
20-11-2020,92780,23593,46273,78703,990,8148,11931,7624,13632,94855,3918,1575,6332,687,5797,2412,6453,896,6856,57,412,586,836,6,13,81,10
21-11-2020,20561,85947,48885,66191,5748,78219,93584,59497,8733,52507,9079,1245,4453,9948,2587,7639,6917,4968,1482,3587,841,334,567,90,17,62,80
22-11-2020,61596,76599,79007,78171,23257,20356,9586,73567,31976,11081,4418,2583,7423,1665,4149,4252,7807,1242,6628,5355,322,800,970,67,22,91,6
23-11-2020,843,22152,99947,89793,65077,18761,1745,90823,39578,90974,6277,6936,200,8476,327,9501,7819,3609,4558,9898,578,706,548,40,25,73,91
24-11-2020,52664,19501,56805,96006,93783,4665,68402,87335,45196,46074,3141,2871,9455,441,6218,6906,4245,1003,3351,7938,706,192,220,60,28,45,90
25-11-2020,72036,58061,18654,40402,92492,71757,69484,78348,58292,10085,3405,5108,1772,8432,6668,4825,4190,9137,9835,1679,169,42,75,39,0,97,81
26-11-2020,23071,41054,69286,72458,54715,16612,9642,81763,96256,2308,5875,2896,3488,8846,9545,3692,288,4083,6670,2462,114,92,760,56,66,44,8
27-11-2020,23126,31552,98728,16205,58033,73402,98742,17486,65718,16869,4953,1095,185,413,966,669,6803,5369,9081,5719,20,67,108,49,73,98,56
28-11-2020,10764,86559,69864,81977,11944,83033,36855,64616,75784,35909,8423,2647,730,5208,5496,5008,5342,5670,1306,3257,67,190,696,11,25,92,99
29-11-2020,83669,46822,59811,96755,12854,77054,65439,59988,22305,41126,9285,8709,4697,5849,8056,1949,1582,4696,1372,5356,530,252,518,17,5,24,46
30-11-2020,5104,26356,66484,45998,91627,93385,82989,59174,58508,9681,148,3201,1119,4823,7264,945,7046,6015,5299,9252,649,984,813,31,87,25,41
01-12-2020,74507,71909,13971,76350,6649,3750,35311,91812,15543,68736,3827,2258,6699,5632,3958,2665,2980,8984,5613,7336,393,619,868,49,62,8,0
02-12-2020,52117,24378,40432,19074,79296,77320,70019,78887,83965,72678,1624,8320,513,4163,771,6157,982,2710,323,6704,614,233,587,12,58,47,38
03-12-2020,29911,14557,86320,87464,70695,84585,80097,90908,62597,62255,8111,848,8385,4421,11,1424,1628,8012,3396,6452,442,747,795,47,76,6,17
04-12-2020,95549,57855,30983,43987,44682,38204,60811,61626,11315,52640,1247,1870,3209,7275,6903,4219,4375,4618,3690,4693,507,535,808,76,9,67,89
05-12-2020,59405,42480,9839,36404,27519,11568,26367,98348,26092,37134,8491,3260,9112,2059,2737,8555,4724,7999,6396,6143,621,690,571,74,38,1,24
06-12-2020,50553,35489,45561,95504,80468,22085,10754,92478,58050,3347,5432,5206,8469,8349,303,6579,268,1679,1116,4210,403,84,205,56,95,80,13
07-12-2020,9929,10730,74958,6374,59287,67385,78520,8209,3992,55858,3129,3543,8718,2282,3125,7997,7025,5592,4829,528,737,563,692,57,13,28,51
08-12-2020,6320,13198,27307,28417,52727,50740,46179,32250,69985,416,3443,4712,7907,4528,442,1176,9939,2531,8939,2237,836,868,873,92,26,2,19
09-12-2020,92041,40510,91382,9509,70748,60338,42146,85700,19773,75478,955,3283,9657,430,7992,910,1142,2055,1974,6030,190,887,303,19,54,86,38
10-12-2020,24835,15602,56474,81046,76014,33526,3511,6129,17835,75077,4362,7732,3780,7344,2790,1994,8133,1333,987,1725,647,520,371,91,33,18,1
11-12-2020,46551,98348,38049,24426,99948,81196,75953,21341,78983,20309,3766,7895,2059,8926,1970,6103,4286,3245,3479,888,202,948,921,40,47,74,83
12-12-2020,9945,82418,42350,86213,69986,94720,49505,56499,3826,48935,9489,7475,4286,2404,697,1212,2901,5487,1012,4501,956,471,474,18,78,26,29
13-12-2020,8528,69066,88086,18326,18299,12053,42049,25200,52540,17647,835,9033,7698,7990,5082,2270,5139,906,4787,6102,858,462,963,20,81,62,42
14-12-2020,45776,48389,51239,24474,76854,3031,62596,14960,96888,94319,4376,1937,2514,8133,1121,7162,2998,59,4489,261,436,166,477,22,98,71,47
15-12-2020,61681,8876,44011,7975,77941,47125,83041,27038,53949,90667,5397,9317,1272,1890,3339,3407,9944,2231,7501,459,97,602,681,82,53,34,20
16-12-2020,16363,7856,30685,50833,14626,79031,46952,69588,72740,83465,7784,6272,7499,5138,5697,3033,3016,7432,2128,3969,902,415,409,64,33,26,85
